wage,nearc4,educ,age,black,smsa,south,exper
1282,1,16,34,0,1,0,12
577,1,12,24,0,1,0,6
444,1,18,27,0,1,0,3
481,1,16,28,1,1,0,6
467,1,12,24,1,1,0,6
668,1,6,31,0,1,0,19
286,1,15,27,0,1,0,6
577,1,18,33,0,1,0,9
721,1,14,29,0,1,0,9
462,1,12,25,0,1,0,7
750,1,15,25,0,1,0,4
200,1,12,24,0,1,0,6
650,1,12,27,0,1,0,9
481,1,18,28,0,1,0,4
600,1,11,24,0,1,0,7
769,1,16,28,0,1,1,6
775,1,17,27,0,1,0,4
641,1,16,24,0,1,0,2
1055,1,14,33,0,1,0,13
676,1,16,31,0,1,0,9
691,1,12,28,0,1,0,10
962,1,17,30,0,1,0,7
400,1,13,28,0,1,0,9
673,1,16,27,0,1,0,5
1442,1,18,34,1,1,0,10
529,1,18,32,0,1,0,8
700,1,14,27,1,1,0,7
675,1,8,34,1,1,0,20
494,1,18,25,0,1,0,1
500,1,12,24,0,1,0,6
450,1,16,24,1,1,0,2
601,1,13,25,1,1,0,6
717,1,13,28,1,1,0,9
575,1,12,29,1,1,0,11
350,1,12,25,1,1,0,7
350,1,12,24,1,1,0,6
643,1,16,29,0,1,0,7
675,1,15,24,0,1,0,3
679,1,15,28,0,1,0,7
534,1,12,27,0,1,0,9
524,1,16,31,0,1,0,9
667,1,16,28,0,1,1,6
370,1,14,26,0,1,0,6
658,1,15,26,0,1,0,5
700,1,12,34,1,1,0,16
311,1,18,27,0,1,0,3
841,1,9,33,0,1,0,18
660,1,14,31,0,1,0,11
692,1,16,31,0,1,0,9
577,1,15,28,0,1,0,7
705,1,17,26,0,1,0,3
292,1,16,27,0,1,1,5
750,1,13,26,0,1,0,7
1442,1,16,34,0,1,0,12
1202,1,16,33,0,1,0,11
1603,1,15,33,0,1,1,12
769,1,14,32,0,1,1,12
513,1,16,31,0,1,0,9
805,1,12,31,0,1,0,13
962,1,17,34,0,1,0,11
675,1,12,25,0,1,0,7
398,1,13,24,0,1,0,5
855,1,14,33,0,1,0,13
693,1,11,25,1,1,0,8
641,1,11,24,1,1,0,7
345,1,13,27,1,1,0,8
561,1,12,27,1,1,0,9
684,1,12,24,1,1,0,6
469,1,16,29,0,1,1,7
300,1,16,26,0,1,0,4
673,1,18,25,0,1,0,1
385,1,16,24,0,1,0,2
808,1,16,33,0,1,0,11
548,1,17,24,0,1,0,1
500,1,16,26,0,1,0,4
727,1,13,29,0,1,0,10
524,1,16,28,0,1,0,6
450,1,15,24,1,1,0,3
755,1,12,28,1,1,0,10
640,1,12,24,1,1,0,6
313,1,12,24,1,1,0,6
1425,1,12,29,0,1,0,11
761,1,12,28,0,1,0,10
600,1,12,26,0,1,0,8
1111,1,16,32,0,1,0,10
763,1,16,33,0,1,0,11
650,1,12,32,0,1,0,14
1155,1,14,27,0,1,0,7
600,1,12,24,0,1,0,6
555,1,12,29,0,1,0,11
543,1,11,28,0,1,0,11
550,1,11,25,0,1,0,8
800,1,11,31,0,1,0,14
1000,1,11,26,0,1,0,9
864,1,12,31,0,1,0,13
613,1,13,32,0,1,0,13
519,1,16,24,0,1,0,2
707,1,13,30,1,1,0,11
818,1,13,26,1,1,0,7
300,1,10,25,1,1,0,9
702,1,16,30,0,1,0,8
1322,1,16,34,0,1,0,12
380,1,12,27,1,1,0,9
400,1,11,26,1,1,0,9
498,1,11,25,1,1,0,8
663,1,10,33,1,1,0,17
600,1,10,33,1,1,0,17
1034,1,18,32,0,0,1,8
1079,1,14,25,0,1,0,5
400,1,18,24,0,1,1,0
641,1,16,33,0,1,0,11
620,1,12,32,0,1,0,14
481,1,17,30,0,1,0,7
1058,1,16,33,0,1,0,11
545,1,12,26,0,1,0,8
786,1,14,26,0,1,0,6
485,1,18,25,0,1,0,1
722,1,14,34,0,1,0,14
695,1,15,28,0,1,0,7
549,1,15,34,0,1,0,13
793,1,15,32,0,1,0,11
1923,1,16,33,0,1,1,11
793,1,15,33,0,1,0,12
900,1,15,28,0,1,0,7
654,1,14,32,0,1,0,12
513,1,12,27,0,1,0,9
384,1,14,29,0,1,0,9
500,1,16,27,0,0,1,5
601,1,15,25,0,1,0,4
438,1,12,27,0,1,0,9
500,1,12,25,0,1,0,7
1264,1,18,33,0,1,0,9
747,1,14,26,0,1,1,6
513,1,14,27,0,1,0,7
700,1,12,33,0,1,1,15
672,1,16,29,0,1,0,7
983,1,17,30,0,1,0,7
220,1,13,29,0,0,0,10
1202,1,18,33,0,1,0,9
667,1,12,30,0,0,0,12
838,1,14,28,1,1,0,8
444,1,15,25,0,1,0,4
543,1,12,25,0,1,0,7
505,1,14,30,0,1,1,10
797,1,12,31,0,0,0,13
357,1,9,24,0,1,0,9
500,1,12,27,0,1,0,9
962,1,12,34,0,1,0,16
350,1,11,28,0,1,0,11
313,1,15,24,0,1,0,3
117,1,16,24,0,1,1,2
726,1,12,33,0,1,0,15
536,1,13,33,1,1,0,14
532,1,13,26,1,1,1,7
428,1,17,28,1,1,1,5
1094,1,16,34,0,1,0,12
1925,1,12,33,0,1,0,15
850,1,18,32,0,1,1,8
365,1,12,24,0,1,0,6
474,1,16,26,0,1,0,4
656,1,13,26,0,1,0,7
440,1,12,25,0,1,0,7
462,1,14,25,0,1,0,5
673,0,16,28,0,1,0,6
1150,0,12,24,0,1,0,6
800,0,12,31,0,1,0,13
460,0,12,25,0,1,0,7
334,0,12,26,0,1,0,8
702,0,13,26,0,1,0,7
524,0,12,25,0,1,0,7
667,1,7,33,0,0,0,20
641,1,18,26,0,1,0,2
800,1,12,24,0,1,0,6
577,1,12,32,0,1,0,14
423,1,18,32,0,0,0,8
874,1,18,29,0,1,0,5
640,1,15,28,0,1,0,7
1101,0,16,29,0,1,1,7
649,0,16,26,0,1,0,4
450,0,12,26,0,1,1,8
924,0,12,33,0,1,0,15
698,0,11,27,0,1,0,10
505,0,15,34,1,1,0,13
556,0,16,28,0,1,1,6
375,0,17,25,0,0,0,2
673,0,15,28,0,1,1,7
308,0,13,30,0,1,0,11
585,0,12,34,0,1,0,16
781,0,12,24,0,1,0,6
656,1,12,27,0,1,0,9
423,1,12,28,0,1,0,10
1282,1,16,28,0,1,0,6
962,1,12,25,0,1,0,7
800,1,12,30,0,1,0,12
750,1,12,33,0,1,0,15
647,1,18,29,0,1,0,5
938,1,12,29,0,1,0,11
537,1,17,28,0,1,0,5
290,1,15,24,0,1,0,3
192,1,12,29,0,0,1,11
818,1,18,30,0,1,0,6
813,1,18,30,0,1,0,6
727,1,12,29,0,1,0,11
1125,1,12,24,0,1,0,6
615,1,17,28,1,1,0,5
403,1,12,26,1,1,0,8
705,1,11,26,0,1,0,9
337,1,15,27,0,1,0,6
833,1,17,28,0,1,0,5
192,1,17,26,0,1,0,3
730,1,12,26,0,1,0,8
542,1,10,26,0,1,0,10
823,1,12,28,0,0,0,10
438,1,12,26,0,1,1,8
735,1,14,24,0,1,1,4
427,1,16,24,0,1,0,2
340,1,12,30,0,0,0,12
481,1,13,34,0,1,1,15
817,1,16,32,0,1,0,10
500,1,12,28,0,0,0,10
543,1,12,25,1,1,0,7
447,1,16,26,0,1,0,4
217,1,15,25,0,0,0,4
275,1,8,26,0,1,0,12
352,1,15,24,1,1,0,3
721,1,12,29,0,0,0,11
1008,1,12,27,0,0,0,9
654,1,17,29,0,1,0,6
803,1,16,26,0,1,0,4
570,1,12,27,0,1,0,9
600,1,16,25,0,1,0,3
645,1,12,24,0,1,0,6
450,1,13,26,0,1,0,7
445,1,13,26,0,1,1,7
590,1,15,29,0,0,0,8
721,1,14,25,0,1,0,5
693,1,12,32,0,1,0,14
529,1,13,26,0,1,1,7
470,1,9,30,0,1,0,15
481,1,16,26,0,1,0,4
462,1,16,25,0,1,0,3
554,1,17,33,0,1,0,10
865,1,14,32,0,1,0,12
713,1,16,30,0,0,0,8
740,1,12,24,0,0,0,6
817,1,14,28,0,1,0,8
677,1,12,34,0,1,0,16
797,1,16,29,0,1,0,7
769,1,13,24,0,1,0,5
462,1,16,25,0,1,0,3
519,1,14,24,0,1,0,4
393,1,12,25,0,0,0,7
800,1,13,32,0,1,1,13
673,0,17,27,0,1,0,4
481,0,16,33,0,0,0,11
911,0,12,32,0,0,0,14
481,0,12,25,0,0,0,7
500,0,11,33,0,0,0,16
385,0,16,24,0,0,0,2
436,0,12,24,0,1,0,6
526,0,12,25,0,0,0,7
913,0,14,29,0,0,0,9
542,0,16,25,0,0,0,3
769,0,13,28,0,0,0,9
226,0,12,24,0,0,0,6
711,0,18,27,0,0,0,3
346,0,18,34,0,0,0,10
787,0,12,32,0,0,0,14
455,0,14,26,0,1,0,6
460,0,16,24,0,1,0,2
277,0,13,26,0,0,0,7
808,0,17,34,0,1,0,11
624,0,14,27,0,0,0,7
697,0,12,26,0,1,0,8
378,0,14,26,0,0,0,6
473,0,12,24,0,0,0,6
425,0,12,24,0,0,0,6
649,0,16,24,0,0,0,2
491,0,15,25,0,1,0,4
924,0,18,26,0,0,0,2
350,0,12,24,0,0,0,6
600,0,13,25,0,0,0,6
429,0,9,31,0,0,0,16
500,0,12,26,0,0,0,8
500,0,9,24,0,0,0,9
350,0,8,34,0,0,0,20
370,0,14,27,0,0,0,7
380,0,16,24,0,0,0,2
250,0,14,25,0,0,0,5
506,0,18,30,0,1,0,6
619,0,12,27,0,1,0,9
381,0,16,24,0,0,0,2
361,0,12,30,0,0,0,12
588,0,12,28,0,1,0,10
350,0,12,24,0,1,0,6
484,0,12,32,0,1,0,14
835,0,11,34,0,0,0,17
535,0,10,29,0,1,0,13
385,1,17,28,0,0,0,5
450,1,11,25,0,0,0,8
491,1,16,28,0,0,0,6
914,1,12,24,0,0,0,6
831,1,18,32,0,1,0,8
434,1,12,30,0,0,0,12
700,1,12,26,0,0,0,8
542,1,10,26,0,0,0,10
231,1,16,24,0,0,0,2
395,0,12,34,0,0,0,16
721,0,12,25,0,1,0,7
1187,0,12,25,0,0,0,7
501,0,12,25,0,1,0,7
336,1,16,24,0,1,0,2
565,1,12,32,0,0,0,14
964,0,17,34,0,0,1,11
1374,0,12,33,0,1,0,15
800,0,12,28,0,1,0,10
609,0,12,30,0,1,0,12
670,0,16,25,0,1,0,3
445,0,11,25,0,1,0,8
485,0,13,25,0,1,0,6
710,0,18,32,0,0,0,8
953,0,12,32,0,0,0,14
480,0,11,25,0,0,0,8
500,0,13,27,0,1,0,8
457,0,16,26,0,1,1,4
721,1,18,24,0,0,0,0
733,1,12,24,0,0,0,6
330,1,12,33,0,0,0,15
410,1,12,27,0,0,0,9
486,1,12,27,0,0,0,9
962,1,18,31,0,1,1,7
359,1,16,24,0,0,0,2
330,0,12,24,0,0,0,6
625,0,12,28,0,0,0,10
495,0,12,26,0,0,0,8
653,0,12,29,0,0,0,11
722,0,12,27,0,0,0,9
704,0,12,25,0,0,0,7
514,0,9,29,0,0,0,14
625,0,12,31,0,1,0,13
622,0,18,29,0,0,0,5
427,0,15,26,0,1,0,5
653,0,12,29,0,0,0,11
643,0,12,30,0,0,0,12
575,0,12,34,0,1,0,16
313,0,13,34,0,0,1,15
664,0,18,24,0,0,0,0
555,0,13,32,0,0,0,13
300,0,18,24,0,1,0,0
642,0,15,28,0,0,0,7
667,0,14,28,0,1,0,8
1320,0,18,28,0,1,0,4
504,0,12,24,0,1,0,6
781,0,16,25,0,1,0,3
817,0,14,25,0,1,0,5
520,0,12,28,0,0,0,10
577,0,12,27,0,0,0,9
375,0,11,25,0,0,0,8
500,0,12,24,0,0,0,6
625,0,16,28,0,1,0,6
684,0,16,34,0,0,0,12
470,0,14,26,0,0,0,6
628,0,13,27,0,0,0,8
525,0,13,24,0,0,0,5
554,0,12,32,0,0,0,14
641,1,16,25,0,1,0,3
513,1,13,34,0,1,0,15
604,1,12,27,0,1,0,9
700,1,13,33,0,1,0,14
606,1,12,33,0,1,0,15
1021,1,12,33,0,1,0,15
714,1,12,31,0,1,0,13
500,1,12,28,0,1,0,10
583,1,12,28,0,1,0,10
706,1,12,31,0,1,0,13
520,1,16,30,0,0,0,8
656,1,16,29,0,1,0,7
684,1,16,28,0,1,0,6
276,1,13,25,0,1,0,6
707,1,13,34,1,1,0,15
788,1,12,34,0,1,0,16
1319,1,18,31,0,1,0,7
404,1,14,28,0,1,0,8
300,1,16,25,0,1,0,3
673,1,12,26,0,1,0,8
722,1,12,34,0,1,0,16
769,1,16,26,0,0,0,4
760,1,16,30,0,0,0,8
434,1,18,30,0,0,0,6
1192,1,13,34,0,0,0,15
462,1,17,31,0,0,0,8
370,1,12,24,0,0,0,6
475,1,12,30,0,0,0,12
435,1,12,28,0,0,0,10
332,1,12,26,0,0,0,8
640,1,16,31,0,1,0,9
505,1,12,34,0,0,0,16
625,1,16,29,0,0,0,7
462,1,12,31,0,0,0,13
817,1,17,27,0,1,1,4
433,1,17,24,0,1,0,1
641,1,14,25,0,1,0,5
225,1,15,25,0,0,0,4
721,1,15,34,1,1,0,13
722,1,16,26,0,1,0,4
817,1,16,29,0,1,0,7
664,1,16,27,0,1,0,5
897,1,18,28,0,1,0,4
793,1,11,34,0,1,0,17
539,1,15,31,0,1,0,10
897,1,11,27,0,1,0,10
721,1,15,30,0,1,0,9
925,1,13,24,0,1,0,5
508,1,12,28,0,1,0,10
929,1,16,32,0,1,0,10
705,1,17,33,0,1,0,10
865,1,12,30,0,1,0,12
520,1,16,24,0,1,0,2
417,1,12,24,0,1,0,6
266,1,15,26,0,1,0,5
625,1,15,24,0,1,0,3
940,1,12,31,0,1,0,13
766,1,16,25,0,1,0,3
801,1,9,29,0,1,0,14
707,1,15,28,0,1,0,7
684,1,12,30,0,1,0,12
417,1,16,26,0,1,0,4
600,1,18,29,0,1,0,5
682,1,15,25,0,1,0,4
918,1,18,31,0,0,0,7
738,1,12,32,0,1,0,14
1167,1,12,28,0,1,0,10
765,1,11,29,0,1,0,12
962,1,12,26,0,1,0,8
300,1,18,27,0,1,0,3
658,1,16,24,0,1,0,2
462,1,12,26,0,1,0,8
721,1,12,24,0,1,0,6
865,1,12,25,0,1,0,7
596,1,11,24,0,1,0,7
909,1,12,32,0,1,0,14
1049,1,12,29,0,1,0,11
455,1,13,34,0,1,1,15
675,1,12,27,1,0,1,9
721,1,12,24,1,1,0,6
600,1,7,33,1,1,0,20
925,1,12,28,1,1,0,10
750,1,12,28,0,1,0,10
563,1,12,28,0,1,0,10
625,1,14,26,0,1,0,6
300,1,10,29,0,0,0,13
1380,1,12,27,0,0,0,9
470,1,14,25,0,1,0,5
788,1,12,28,0,1,0,10
230,1,16,25,0,1,0,3
389,0,10,27,0,0,0,11
315,0,12,33,0,1,0,15
355,0,17,29,0,1,0,6
500,0,8,26,0,1,0,12
650,0,11,33,0,0,0,16
815,0,12,27,0,1,0,9
649,0,13,26,0,0,0,7
435,0,12,29,0,1,0,11
600,0,11,27,0,0,0,10
206,0,13,26,0,1,1,7
481,0,12,27,0,1,1,9
485,0,13,24,0,1,1,5
759,0,18,29,0,1,0,5
995,0,12,26,0,1,0,8
1167,1,12,29,0,1,0,11
314,1,16,25,0,1,0,3
915,1,13,25,0,1,0,6
664,1,13,26,0,1,0,7
783,1,12,29,0,1,0,11
650,1,13,32,0,1,0,13
267,1,9,27,0,1,1,12
355,1,8,33,0,0,0,19
440,1,8,33,0,0,0,19
475,1,11,30,0,1,0,13
726,1,11,32,0,1,0,15
721,1,16,28,0,1,0,6
563,1,12,34,0,1,0,16
600,1,12,26,0,1,0,8
692,1,15,25,0,1,0,4
423,1,15,28,0,1,0,7
786,1,12,24,0,1,0,6
1202,1,12,31,0,1,0,13
577,1,16,34,0,1,0,12
635,1,18,27,0,0,0,3
410,1,12,27,0,1,0,9
370,1,16,24,0,1,0,2
789,1,16,26,0,1,0,4
450,1,17,24,0,1,0,1
1251,1,12,28,0,1,0,10
808,1,16,30,0,1,0,8
308,1,16,30,0,1,0,8
817,1,12,30,0,0,0,12
673,1,16,30,0,1,0,8
524,1,12,29,0,0,0,11
275,1,15,30,0,0,0,9
423,1,17,28,0,0,0,5
641,1,16,28,0,1,0,6
450,1,12,28,0,0,0,10
333,1,12,26,0,0,0,8
913,1,12,32,0,0,0,14
128,1,11,27,0,0,0,10
396,1,16,27,0,0,0,5
475,1,13,28,0,1,0,9
450,1,13,31,0,0,0,12
300,1,16,24,0,0,0,2
462,1,18,29,0,1,0,5
630,1,12,32,0,0,0,14
485,1,12,33,0,0,0,15
549,1,12,30,0,0,0,12
372,1,12,25,0,0,0,7
641,1,12,34,0,0,0,16
519,1,12,29,0,1,0,11
385,1,9,26,0,0,0,11
450,1,16,29,0,1,1,7
315,0,12,26,0,0,0,8
731,0,14,29,0,0,0,9
325,0,12,32,0,0,0,14
616,0,16,28,0,1,0,6
346,0,15,30,0,1,0,9
471,0,13,28,0,1,0,9
300,0,12,27,0,0,0,9
430,1,13,24,0,1,0,5
267,1,12,28,1,1,0,10
230,1,12,28,0,1,0,10
432,1,14,24,0,1,0,4
531,1,12,26,0,1,0,8
1100,1,12,27,0,1,0,9
588,1,12,28,1,1,0,10
841,1,18,30,0,0,0,6
641,1,15,24,0,1,0,3
962,1,14,34,0,1,0,14
921,1,13,33,0,1,0,14
350,0,15,27,0,0,0,6
385,0,16,24,0,0,0,2
618,0,16,33,0,0,0,11
470,0,13,31,0,1,0,12
411,0,12,27,0,0,0,9
400,0,12,25,0,0,0,7
700,0,11,33,0,1,0,16
311,0,15,27,0,1,0,6
243,0,14,24,0,0,1,4
248,0,12,32,1,1,1,14
423,0,11,30,1,1,0,13
600,0,11,33,1,1,0,16
700,0,17,25,1,1,0,2
300,0,12,24,0,1,0,6
691,0,12,24,0,1,0,6
600,0,12,30,0,1,0,12
700,0,12,30,0,1,0,12
275,0,14,25,0,0,0,5
675,0,9,34,1,1,0,19
449,0,17,28,0,1,0,5
635,0,16,30,0,1,0,8
1250,0,14,29,0,0,0,9
962,0,18,29,0,1,0,5
490,0,18,25,0,0,0,1
586,0,12,24,0,0,0,6
750,0,14,33,0,0,0,13
326,0,18,26,0,0,0,2
430,0,18,29,0,1,0,5
571,0,12,26,0,1,0,8
913,0,16,28,0,0,0,6
577,0,14,30,0,0,0,10
433,0,11,32,0,0,0,15
505,0,12,24,0,0,0,6
721,1,18,34,0,0,0,10
962,1,16,33,0,1,0,11
609,1,12,31,0,1,0,13
450,1,12,25,0,0,0,7
625,0,12,33,0,0,0,15
713,0,14,26,0,0,0,6
710,0,12,24,0,0,0,6
913,0,16,32,0,1,0,10
418,0,8,24,0,0,0,10
692,0,13,29,0,0,0,10
260,0,12,34,0,1,0,16
650,0,13,26,0,1,0,7
610,0,14,25,0,1,0,5
726,0,12,29,0,1,0,11
767,0,13,32,0,1,0,13
620,0,12,27,0,0,0,9
721,0,16,27,0,1,0,5
516,0,18,26,0,1,0,2
400,0,12,25,0,0,0,7
808,0,14,27,0,1,1,7
460,0,12,24,0,0,0,6
642,0,17,32,0,0,0,9
519,0,12,28,0,0,0,10
568,0,12,24,0,1,0,6
693,0,16,24,0,0,0,2
978,0,12,31,0,1,0,13
779,0,12,32,0,0,0,14
443,0,14,27,0,1,0,7
692,0,16,33,0,1,0,11
417,0,16,26,0,0,0,4
773,0,11,30,0,1,0,13
400,0,15,26,0,1,0,5
900,0,12,27,0,1,0,9
700,0,16,31,0,0,0,9
485,0,16,24,0,0,0,2
894,0,16,29,0,1,0,7
750,0,18,29,0,1,0,5
1055,0,13,33,0,0,0,14
933,0,12,28,0,0,0,10
568,0,12,26,0,0,0,8
987,0,16,25,0,1,0,3
769,0,16,24,0,1,0,2
648,0,12,27,0,0,0,9
449,0,16,30,0,0,0,8
580,0,12,27,0,0,0,9
550,0,8,33,0,0,0,19
800,0,12,29,0,1,0,11
160,0,12,24,0,1,0,6
462,0,17,28,0,1,0,5
425,0,14,25,0,1,0,5
600,0,8,32,0,1,0,18
866,0,17,26,0,1,0,3
683,0,12,28,0,1,0,10
1115,0,12,27,0,1,0,9
1100,0,12,26,0,1,0,8
286,0,12,24,0,0,0,6
513,0,14,28,0,1,0,8
650,0,13,26,0,1,0,7
1039,0,12,31,0,1,0,13
700,0,12,26,0,1,0,8
315,1,18,31,0,1,0,7
310,1,12,33,0,0,0,15
335,1,11,27,0,0,0,10
518,1,11,25,0,0,0,8
709,1,16,28,0,1,0,6
623,1,12,25,0,0,0,7
298,1,13,28,0,0,0,9
625,1,14,24,0,1,0,4
769,1,16,29,0,1,0,7
459,1,16,28,0,1,0,6
550,1,12,31,0,0,0,13
470,1,14,29,0,0,0,9
396,1,12,33,0,0,0,15
594,1,14,25,0,0,0,5
1039,1,16,28,0,0,0,6
400,1,12,34,0,1,0,16
698,1,12,26,0,0,0,8
713,1,16,26,0,0,1,4
550,1,12,24,0,0,0,6
333,1,14,27,0,0,0,7
1058,1,12,29,0,1,0,11
590,1,11,30,0,1,0,13
633,1,12,24,0,1,0,6
500,1,10,26,0,1,0,10
788,1,14,28,0,1,0,8
832,1,18,31,0,1,0,7
539,1,12,26,0,1,0,8
577,1,18,28,0,1,0,4
808,1,14,30,0,1,0,10
722,1,14,30,0,1,0,10
600,1,12,26,0,1,1,8
452,1,10,28,0,1,1,12
300,1,7,27,0,1,1,14
393,1,12,26,1,1,1,8
200,1,12,26,1,1,1,8
750,1,9,33,0,0,1,18
673,1,16,26,0,0,1,4
989,1,14,30,0,1,1,10
880,1,17,27,0,1,1,4
905,1,13,26,0,0,1,7
250,1,14,34,1,1,1,14
520,1,10,28,0,1,1,12
356,1,12,27,0,1,1,9
278,1,12,24,0,1,1,6
400,1,12,25,1,1,1,7
273,1,10,28,1,1,1,12
500,1,11,31,0,1,1,14
603,1,11,33,0,1,1,16
400,1,12,25,0,1,1,7
475,1,12,28,1,1,1,10
1100,1,12,33,0,1,1,15
337,1,14,26,0,1,1,6
538,1,11,27,0,1,1,10
404,1,13,26,1,1,1,7
757,1,16,27,0,1,1,5
554,1,16,33,0,1,1,11
577,1,16,29,0,1,1,7
432,1,15,26,0,1,1,5
550,1,11,29,0,1,1,12
797,1,16,24,0,1,1,2
450,1,14,27,0,1,1,7
807,1,13,29,0,1,1,10
600,1,13,24,0,1,1,5
933,1,13,34,0,1,1,15
481,1,11,33,0,0,1,16
623,1,12,29,0,1,1,11
328,1,10,27,1,1,1,11
600,1,16,26,0,1,1,4
693,1,14,27,1,1,1,7
923,1,15,33,0,1,1,12
721,1,12,28,0,1,1,10
540,1,12,25,1,1,1,7
459,1,13,27,1,1,1,8
485,1,13,27,1,1,1,8
350,1,12,25,1,1,1,7
200,1,16,25,0,1,1,3
520,1,10,30,1,1,1,14
250,1,12,25,1,1,1,7
504,1,11,28,1,1,0,11
363,1,12,28,1,1,1,10
654,1,11,33,1,1,1,16
425,1,12,32,1,1,1,14
245,1,12,31,1,1,1,13
250,1,11,25,1,1,1,8
879,1,13,32,0,1,0,13
687,1,12,26,1,1,1,8
402,1,11,32,1,1,1,15
428,1,12,31,1,1,1,13
325,1,13,24,0,1,1,5
725,1,17,27,0,1,1,4
780,1,12,25,0,1,1,7
264,1,14,27,1,1,1,7
450,1,12,32,1,1,1,14
346,1,14,27,1,1,1,7
350,1,13,24,1,1,1,5
400,1,13,24,1,1,1,5
980,1,12,32,0,1,1,14
385,1,12,29,1,1,1,11
344,1,17,28,1,1,0,5
563,1,16,25,1,1,1,3
463,1,7,29,0,1,1,16
565,1,12,28,1,1,1,10
638,1,12,27,1,1,1,9
462,1,10,30,1,1,1,14
670,1,13,27,1,1,1,8
404,1,13,24,1,1,1,5
373,1,17,25,1,1,1,2
230,1,12,24,1,1,1,6
558,1,12,32,1,1,1,14
300,1,8,29,1,1,1,15
913,1,14,29,0,1,1,9
558,1,18,27,0,1,1,3
529,1,13,33,0,1,1,14
330,1,15,26,0,1,1,5
375,1,9,26,0,1,1,11
615,1,13,24,0,1,1,5
721,1,14,27,0,0,1,7
529,1,16,25,0,1,0,3
859,1,12,34,1,1,1,16
649,1,14,27,1,1,1,7
238,1,10,24,1,1,1,8
275,1,12,34,1,1,1,16
