lnwage,educ,exper,expsq,black,south,smsa,age,agesq,nearc4
6.2615,14,5,0.25,0,0,1,25,625,1
6.4378,12,8,0.64,0,0,1,26,676,0
6.9177,16,9,0.81,0,0,1,31,961,0
6.3986,12,8,0.64,0,0,1,26,676,0
6.6946,12,9,0.81,0,0,1,27,729,0
6.0544,12,10,1.0,0,0,1,28,784,0
6.966,12,12,1.44,0,0,1,30,900,0
6.0259,12,8,0.64,0,0,1,26,676,0
6.1985,12,12,1.44,0,0,1,30,900,0
5.7838,12,9,0.81,0,0,1,27,729,0
5.6168,12,10,1.0,0,0,1,28,784,0
5.6733,12,7,0.49,0,0,1,25,625,0
6.5944,18,7,0.49,0,1,1,31,961,0
6.1903,14,6,0.36,0,1,1,26,676,0
5.8201,14,4,0.16,0,0,1,24,576,0
6.5862,12,9,0.81,0,0,1,27,729,0
6.0868,13,6,0.36,0,0,0,25,625,0
6.463,16,5,0.25,0,0,0,27,729,0
5.9269,12,10,1.0,0,0,1,28,784,0
6.1759,12,7,0.49,0,0,1,25,625,0
6.8298,14,9,0.81,0,0,1,29,841,0
6.2422,12,8,0.64,0,0,1,26,676,0
6.9707,12,15,2.25,0,0,1,33,1089,0
6.4583,12,10,1.0,0,0,1,28,784,0
6.6053,12,14,1.96,0,0,1,32,1024,0
6.2005,12,8,0.64,0,0,1,26,676,0
6.477,10,8,0.64,0,1,1,24,576,0
5.7301,7,18,3.24,0,0,1,31,961,0
6.4441,16,8,0.64,0,0,1,30,900,0
6.0137,13,9,0.81,0,0,0,28,784,0
6.3969,18,9,0.81,0,0,1,33,1089,0
6.6134,12,10,1.0,0,0,0,28,784,0
6.4378,17,8,0.64,0,0,1,31,961,0
6.3081,12,11,1.21,0,0,0,29,841,0
5.7869,15,3,0.09,0,0,0,24,576,0
5.553,9,11,1.21,0,0,0,26,676,0
6.7742,12,8,0.64,0,0,1,26,676,1
6.4599,12,7,0.49,0,0,0,25,625,1
6.5028,11,16,2.56,0,0,0,33,1089,1
6.2226,14,9,0.81,0,1,1,29,841,1
5.7462,17,2,0.04,0,1,1,25,625,1
6.9177,18,3,0.09,0,1,1,27,729,1
6.9078,10,17,2.89,0,0,0,33,1089,1
6.5806,16,6,0.36,0,0,0,28,784,1
6.6657,12,9,0.81,0,0,0,27,729,1
6.3026,12,16,2.56,0,0,0,34,1156,1
6.719,12,7,0.49,0,0,0,25,625,1
5.0689,12,7,0.49,0,0,0,25,625,1
6.5511,10,11,1.21,0,0,0,27,729,1
6.5806,13,9,0.81,0,0,0,28,784,1
5.717,12,6,0.36,0,0,0,24,576,1
6.3154,16,3,0.09,0,0,1,25,625,1
6.2953,14,6,0.36,0,1,1,26,676,1
6.2324,16,2,0.04,0,0,0,24,576,1
5.9532,16,2,0.04,0,0,0,24,576,1
7.2738,12,14,1.96,0,0,1,32,1024,0
6.7788,16,10,1.0,0,0,1,32,1024,0
6.9078,13,5,0.25,0,0,1,24,576,0
6.7604,12,10,1.0,0,0,0,28,784,0
6.6067,12,9,0.81,0,0,0,27,729,0
6.7901,12,16,2.56,0,0,0,34,1156,0
6.1269,15,8,0.64,0,0,1,29,841,0
6.1092,12,16,2.56,0,0,1,34,1156,1
6.5511,12,16,2.56,0,0,1,34,1156,1
6.612,14,13,1.69,0,0,1,33,1089,1
6.7901,16,10,1.0,0,0,1,32,1024,1
6.5396,18,8,0.64,0,0,1,32,1024,1
6.4036,18,9,0.81,0,0,0,33,1089,1
6.4378,18,6,0.36,0,0,1,30,900,1
6.6147,14,13,1.69,0,0,1,33,1089,1
6.5876,18,9,0.81,0,0,1,33,1089,1
6.3279,12,12,1.44,0,0,1,30,900,1
6.0497,12,8,0.64,0,0,0,26,676,1
5.9915,12,8,0.64,0,0,0,26,676,1
5.5215,14,6,0.36,0,0,1,26,676,1
6.4708,13,7,0.49,0,0,1,26,676,1
6.3936,12,6,0.36,0,0,1,24,576,1
6.9078,12,9,0.81,0,0,1,27,729,1
6.2691,12,10,1.0,0,0,0,28,784,1
6.1759,12,8,0.64,0,0,0,26,676,1
6.7452,12,15,2.25,0,0,0,33,1089,1
6.2265,14,10,1.0,0,0,0,30,900,1
6.2383,12,11,1.21,0,0,1,29,841,1
5.3936,11,9,0.81,0,0,1,26,676,1
5.037,16,2,0.04,0,0,1,24,576,1
5.4806,12,13,1.69,0,0,1,31,961,1
6.3226,12,10,1.0,0,0,1,28,784,1
6.2146,15,6,0.36,0,0,1,27,729,1
5.9189,16,4,0.16,0,0,1,26,676,1
5.8579,10,9,0.81,0,0,0,25,625,1
6.3699,12,8,0.64,0,0,0,26,676,1
6.2442,13,7,0.49,0,0,0,26,676,1
5.9661,12,11,1.21,0,0,0,29,841,0
5.6348,16,3,0.09,0,0,0,25,625,0
6.5367,12,15,2.25,0,0,0,33,1089,0
5.7038,12,8,0.64,0,0,0,26,676,0
6.4536,17,4,0.16,0,0,0,27,729,0
5.8348,13,7,0.49,0,0,0,26,676,0
6.2246,16,4,0.16,0,0,0,26,676,0
5.8749,13,5,0.25,0,0,0,24,576,0
5.5683,12,15,2.25,0,0,0,33,1089,0
5.9915,10,16,2.56,0,0,0,32,1024,0
6.6067,13,10,1.0,0,0,0,29,841,0
5.8348,12,16,2.56,0,0,0,34,1156,0
5.6204,15,8,0.64,0,0,0,29,841,0
6.0568,9,9,0.81,0,0,0,24,576,0
5.4765,12,7,0.49,0,0,0,25,625,0
5.9532,13,5,0.25,0,0,0,24,576,0
5.8579,12,11,1.21,0,0,0,29,841,0
6.3953,12,11,1.21,0,0,0,29,841,0
6.6201,15,10,1.0,0,0,1,31,961,0
6.5396,16,11,1.21,0,0,0,33,1089,0
4.9904,12,16,2.56,0,0,0,34,1156,0
5.6348,12,8,0.64,0,0,1,26,676,1
6.6451,18,8,0.64,0,0,1,32,1024,1
6.9177,13,13,1.69,0,0,1,32,1024,1
6.248,14,6,0.36,0,0,0,26,676,1
5.9915,16,4,0.16,0,0,0,26,676,1
5.9269,12,7,0.49,0,0,0,25,625,1
6.3902,12,13,1.69,0,0,0,31,961,1
5.8579,7,18,3.24,0,0,0,31,961,1
6.0331,11,16,2.56,0,0,0,33,1089,1
5.823,16,7,0.49,0,0,0,29,841,1
6.1759,18,2,0.04,0,0,0,26,676,1
6.2146,12,10,1.0,0,0,0,28,784,1
5.7203,12,9,0.81,0,0,0,27,729,1
6.1092,10,18,3.24,0,0,0,34,1156,1
6.6451,16,7,0.49,0,0,1,29,841,1
6.5806,16,4,0.16,0,0,1,26,676,1
6.9078,13,10,1.0,0,0,1,29,841,1
6.4378,14,10,1.0,0,0,1,30,900,1
6.7056,16,4,0.16,0,0,1,26,676,1
5.9322,12,16,2.56,0,0,1,34,1156,1
6.5624,12,15,2.25,0,0,1,33,1089,1
6.0186,14,4,0.16,0,0,1,24,576,1
7.1997,13,13,1.69,0,0,1,32,1024,1
6.5737,12,16,2.56,0,0,0,34,1156,1
5.2575,10,16,2.56,1,0,1,32,1024,1
6.6809,16,10,1.0,1,0,1,32,1024,1
6.8287,16,12,1.44,1,0,1,34,1156,1
5.4806,15,5,0.25,1,0,1,26,676,1
6.4378,13,6,0.36,0,0,1,25,625,1
6.9324,8,10,1.0,0,0,1,24,576,1
6.2206,12,10,1.0,1,1,0,28,784,1
6.1356,16,6,0.36,0,0,1,28,784,1
6.1654,16,3,0.09,0,0,0,25,625,1
6.2146,15,5,0.25,0,1,1,26,676,1
6.9078,12,16,2.56,0,0,0,34,1156,1
6.4968,13,15,2.25,0,0,0,34,1156,1
6.561,15,13,1.69,0,0,1,34,1156,1
6.833,16,9,0.81,0,1,1,31,961,1
5.7038,12,6,0.36,0,0,0,24,576,1
5.8999,15,6,0.36,0,0,1,27,729,1
6.4693,12,12,1.44,0,0,1,30,900,1
6.1356,18,1,0.01,0,0,0,25,625,1
6.9334,18,9,0.81,0,0,1,33,1089,1
6.2634,12,6,0.36,0,0,1,24,576,1
5.9269,18,5,0.25,0,0,1,29,841,1
7.3382,18,10,1.0,0,0,1,34,1156,1
6.8276,18,9,0.81,0,0,1,33,1089,1
6.3421,13,7,0.49,0,0,1,26,676,1
6.3969,14,5,0.25,0,0,1,25,625,1
6.5806,15,6,0.36,0,0,1,27,729,1
7.0175,17,1,0.01,0,0,1,24,576,1
6.5681,14,7,0.49,0,0,1,27,729,1
6.6946,16,7,0.49,0,0,1,29,841,1
6.8298,11,10,1.0,0,0,1,27,729,1
6.3099,9,10,1.0,0,0,1,25,625,1
5.6021,12,8,0.64,0,0,1,26,676,1
6.725,7,19,3.61,0,0,1,32,1024,1
7.0901,12,12,1.44,0,0,1,30,900,1
6.3648,14,13,1.69,0,0,1,33,1089,1
6.5309,17,11,1.21,1,0,1,34,1156,1
6.9078,18,8,0.64,1,0,1,32,1024,1
6.286,13,5,0.25,1,0,1,24,576,1
6.5367,12,10,1.0,1,0,1,28,784,1
6.2146,12,10,1.0,0,0,1,28,784,1
6.6201,13,14,1.96,0,0,1,33,1089,1
6.8167,17,6,0.36,0,1,1,29,841,1
6.3969,15,3,0.09,0,0,1,24,576,1
6.3578,16,2,0.04,0,0,1,24,576,1
6.3986,12,8,0.64,0,0,1,26,676,1
6.3578,12,13,1.69,0,0,1,31,961,1
6.5177,12,14,1.96,0,0,1,32,1024,1
6.1591,18,3,0.09,1,0,1,27,729,1
5.8579,14,4,0.16,0,0,1,24,576,1
6.4297,15,11,1.21,0,0,1,32,1024,1
5.9349,16,2,0.04,0,0,1,24,576,1
5.4931,16,3,0.09,0,0,1,25,625,1
6.6201,12,8,0.64,0,0,1,26,676,1
6.089,18,6,0.36,0,0,0,30,900,1
6.5338,14,9,0.81,0,0,1,29,841,1
6.2166,18,1,0.01,0,0,0,25,625,1
5.9915,12,11,1.21,0,0,1,29,841,1
6.8886,12,8,0.64,0,0,1,26,676,1
6.4754,14,10,1.0,0,1,1,30,900,1
6.4378,12,14,1.96,0,0,1,32,1024,1
6.561,16,6,0.36,1,0,1,28,784,1
6.9499,12,11,1.21,0,0,1,29,841,1
6.6346,12,9,0.81,0,0,1,27,729,1
6.2615,13,6,0.36,0,0,0,25,625,1
6.3544,13,8,0.64,1,0,1,27,729,1
6.7627,14,6,0.36,1,0,1,26,676,1
6.5695,12,10,1.0,1,0,1,28,784,1
6.5117,16,5,0.25,0,0,1,27,729,1
6.4953,12,7,0.49,0,0,1,25,625,1
6.2971,14,9,0.81,0,0,1,29,841,1
6.2634,13,6,0.36,0,0,1,25,625,1
6.4615,12,10,1.0,0,0,1,28,784,1
5.6937,12,8,0.64,0,0,1,26,676,1
6.8533,8,19,3.61,1,0,1,33,1089,1
6.2146,12,16,2.56,1,0,1,34,1156,1
6.4297,13,6,0.36,1,0,1,25,625,1
5.624,12,7,0.49,1,0,1,25,625,1
5.4806,10,10,1.0,0,1,0,26,676,1
5.4806,10,9,0.81,0,1,0,25,625,1
6.1356,12,15,2.25,0,0,1,33,1089,1
6.0014,12,9,0.81,1,0,1,27,729,1
6.1092,12,7,0.49,1,0,1,25,625,1
5.5215,12,6,0.36,1,0,1,24,576,1
6.5889,11,9,0.81,1,0,1,26,676,1
6.5028,12,6,0.36,1,0,1,24,576,1
6.869,12,10,1.0,1,0,1,28,784,1
6.6201,14,7,0.49,0,0,1,27,729,1
6.5028,14,5,0.25,0,0,1,25,625,1
6.5396,17,11,1.21,0,0,0,34,1156,1
6.142,12,7,0.49,1,0,1,25,625,1
6.463,12,12,1.44,1,0,1,30,900,1
6.5653,11,12,1.44,1,0,1,29,841,1
6.0521,13,6,0.36,1,0,1,25,625,1
6.725,12,9,0.81,0,0,1,27,729,1
5.7301,12,8,0.64,0,0,1,26,676,1
6.4378,16,7,0.49,0,0,1,29,841,1
7.2738,16,10,1.0,0,0,1,32,1024,1
6.5117,16,3,0.09,0,0,1,25,625,1
7.2049,17,5,0.25,0,0,1,28,784,1
5.9915,17,10,1.0,0,0,1,33,1089,1
6.25,9,19,3.61,0,0,0,34,1156,1
6.1225,14,6,0.36,0,0,1,26,676,1
6.0137,17,10,1.0,0,1,1,33,1089,1
6.3261,18,10,1.0,0,0,1,34,1156,1
5.4381,12,6,0.36,1,0,1,24,576,1
6.9334,17,4,0.16,0,0,1,27,729,1
6.9866,12,9,0.81,0,0,1,27,729,1
7.0917,14,4,0.16,0,0,1,24,576,1
5.7961,17,2,0.04,0,0,0,25,625,1
6.1759,18,3,0.09,0,0,1,27,729,1
6.5117,18,0,0.0,0,1,1,24,576,1
7.4283,17,8,0.64,0,0,1,31,961,1
7.1562,16,12,1.44,0,0,1,34,1156,1
6.3578,12,6,0.36,0,0,1,24,576,1
6.0958,18,3,0.09,0,0,1,27,729,1
6.1759,16,6,0.36,1,0,1,28,784,1
6.1463,12,6,0.36,1,0,1,24,576,1
6.5043,6,19,3.61,0,0,1,31,961,1
5.656,15,6,0.36,0,0,1,27,729,1
6.3578,18,9,0.81,0,0,1,33,1089,1
6.5806,14,9,0.81,0,0,1,29,841,1
6.1356,12,7,0.49,0,0,1,25,625,1
6.6201,15,4,0.16,0,0,1,25,625,1
5.2983,12,6,0.36,0,0,1,24,576,1
6.477,12,9,0.81,0,0,1,27,729,1
6.1759,18,4,0.16,0,0,1,28,784,1
6.3969,11,7,0.49,0,0,1,24,576,1
6.6451,16,6,0.36,0,1,1,28,784,1
6.6529,17,4,0.16,0,0,1,27,729,1
6.463,16,2,0.04,0,0,1,24,576,1
6.9613,14,13,1.69,0,0,1,33,1089,1
6.5162,16,9,0.81,0,0,1,31,961,1
6.5381,12,10,1.0,0,0,1,28,784,1
6.869,17,7,0.49,0,0,1,30,900,1
5.9915,13,9,0.81,0,0,1,28,784,1
6.5117,16,5,0.25,0,0,1,27,729,1
7.2738,18,10,1.0,1,0,1,34,1156,1
6.271,18,8,0.64,0,0,1,32,1024,1
6.5511,14,7,0.49,1,0,1,27,729,1
6.5147,8,20,4.0,1,0,1,34,1156,1
6.2025,18,1,0.01,0,0,1,25,625,1
6.2146,12,6,0.36,0,0,1,24,576,1
6.1092,16,2,0.04,1,0,1,24,576,1
6.3986,13,6,0.36,1,0,1,25,625,1
6.5751,13,9,0.81,1,0,1,28,784,1
6.3544,12,11,1.21,1,0,1,29,841,1
5.8579,12,7,0.49,1,0,1,25,625,1
5.8579,12,6,0.36,1,0,1,24,576,1
6.4661,16,7,0.49,0,0,1,29,841,1
6.5147,15,3,0.09,0,0,1,24,576,1
6.5206,15,7,0.49,0,0,1,28,784,1
6.2804,12,9,0.81,0,0,1,27,729,1
6.2615,16,9,0.81,0,0,1,31,961,1
6.5028,16,6,0.36,0,1,1,28,784,1
5.9135,14,6,0.36,0,0,1,26,676,1
6.4892,15,5,0.25,0,0,1,26,676,1
6.5511,12,16,2.56,1,0,1,34,1156,1
5.7398,18,3,0.09,0,0,1,27,729,1
6.7346,9,18,3.24,0,0,1,33,1089,1
6.4922,14,11,1.21,0,0,1,31,961,1
6.5396,16,9,0.81,0,0,1,31,961,1
6.3578,15,7,0.49,0,0,1,28,784,1
6.5582,17,3,0.09,0,0,1,26,676,1
5.6768,16,5,0.25,0,1,1,27,729,1
6.6201,13,7,0.49,0,0,1,26,676,1
7.2738,16,12,1.44,0,0,1,34,1156,1
7.0917,16,11,1.21,0,0,1,33,1089,1
7.3796,15,12,1.44,0,1,1,33,1089,1
6.6451,14,12,1.44,0,1,1,32,1024,1
6.2403,16,9,0.81,0,0,1,31,961,1
6.6908,12,13,1.69,0,0,1,31,961,1
6.869,17,11,1.21,0,0,1,34,1156,1
6.5147,12,7,0.49,0,0,1,25,625,1
5.9865,13,5,0.25,0,0,1,24,576,1
6.7511,14,13,1.69,0,0,1,33,1089,1
6.541,11,8,0.64,1,0,1,25,625,1
6.463,11,7,0.49,1,0,1,24,576,1
5.8435,13,8,0.64,1,0,1,27,729,1
6.3297,12,9,0.81,1,0,1,27,729,1
6.528,12,6,0.36,1,0,1,24,576,1
6.1506,16,7,0.49,0,1,1,29,841,1
5.7038,16,4,0.16,0,0,1,26,676,1
6.5117,18,1,0.01,0,0,1,25,625,1
5.9532,16,2,0.04,0,0,1,24,576,1
6.6946,16,11,1.21,0,0,1,33,1089,1
6.3063,17,1,0.01,0,0,1,24,576,1
6.2146,16,4,0.16,0,0,1,26,676,1
6.5889,13,10,1.0,0,0,1,29,841,1
6.2615,16,6,0.36,0,0,1,28,784,1
6.1092,15,3,0.09,1,0,1,24,576,1
6.6267,12,10,1.0,1,0,1,28,784,1
6.4615,12,6,0.36,1,0,1,24,576,1
5.7462,12,6,0.36,1,0,1,24,576,1
7.2619,12,11,1.21,0,0,1,29,841,1
6.6346,12,10,1.0,0,0,1,28,784,1
6.3969,12,8,0.64,0,0,1,26,676,1
7.013,16,10,1.0,0,0,1,32,1024,1
6.6373,16,11,1.21,0,0,1,33,1089,1
6.477,12,14,1.96,0,0,1,32,1024,1
7.0519,14,7,0.49,0,0,1,27,729,1
6.3969,12,6,0.36,0,0,1,24,576,1
6.319,12,11,1.21,0,0,1,29,841,1
6.2971,11,11,1.21,0,0,1,28,784,1
6.3099,11,8,0.64,0,0,1,25,625,1
6.6846,11,14,1.96,0,0,1,31,961,1
6.9078,11,9,0.81,0,0,1,26,676,1
6.7616,12,13,1.69,0,0,1,31,961,1
6.4184,13,13,1.69,0,0,1,32,1024,1
6.2519,16,2,0.04,0,0,1,24,576,1
6.561,13,11,1.21,1,0,1,30,900,1
6.7069,13,7,0.49,1,0,1,26,676,1
5.7038,10,9,0.81,1,0,1,25,625,1
6.5539,16,8,0.64,0,0,1,30,900,1
7.1869,16,12,1.44,0,0,1,34,1156,1
5.9402,12,9,0.81,1,0,1,27,729,1
5.9915,11,9,0.81,1,0,1,26,676,1
6.2106,11,8,0.64,1,0,1,25,625,1
6.4968,10,17,2.89,1,0,1,33,1089,1
6.3969,10,17,2.89,1,0,1,33,1089,1
6.9412,18,8,0.64,0,1,0,32,1024,1
6.9838,14,5,0.25,0,0,1,25,625,1
5.9915,18,0,0.0,0,1,1,24,576,1
6.463,16,11,1.21,0,0,1,33,1089,1
6.4297,12,14,1.96,0,0,1,32,1024,1
6.1759,17,7,0.49,0,0,1,30,900,1
6.9641,16,11,1.21,0,0,1,33,1089,1
6.3008,12,8,0.64,0,0,1,26,676,1
6.667,14,6,0.36,0,0,1,26,676,1
6.1841,18,1,0.01,0,0,1,25,625,1
6.582,14,14,1.96,0,0,1,34,1156,1
6.5439,15,7,0.49,0,0,1,28,784,1
6.3081,15,13,1.69,0,0,1,34,1156,1
6.6758,15,11,1.21,0,0,1,32,1024,1
7.5616,16,11,1.21,0,1,1,33,1089,1
6.6758,15,12,1.44,0,0,1,33,1089,1
6.8024,15,7,0.49,0,0,1,28,784,1
6.4831,14,12,1.44,0,0,1,32,1024,1
6.2403,12,9,0.81,0,0,1,27,729,1
5.9506,14,9,0.81,0,0,1,29,841,1
6.2146,16,5,0.25,0,1,0,27,729,1
6.3986,15,4,0.16,0,0,1,25,625,1
6.0822,12,9,0.81,0,0,1,27,729,1
6.2146,12,7,0.49,0,0,1,25,625,1
7.142,18,9,0.81,0,0,1,33,1089,1
6.6161,14,6,0.36,0,1,1,26,676,1
6.2403,14,7,0.49,0,0,1,27,729,1
6.5511,12,15,2.25,0,1,1,33,1089,1
6.5103,16,7,0.49,0,0,1,29,841,1
6.8906,17,7,0.49,0,0,1,30,900,1
5.3936,13,10,1.0,0,0,0,29,841,1
7.0917,18,9,0.81,0,0,1,33,1089,1
6.5028,12,12,1.44,0,0,0,30,900,1
6.731,14,8,0.64,1,0,1,28,784,1
6.0958,15,4,0.16,0,0,1,25,625,1
6.2971,12,7,0.49,0,0,1,25,625,1
6.2246,14,10,1.0,0,1,1,30,900,1
6.6809,12,13,1.69,0,0,0,31,961,1
5.8777,9,9,0.81,0,0,1,24,576,1
6.2146,12,9,0.81,0,0,1,27,729,1
6.869,12,16,2.56,0,0,1,34,1156,1
5.8579,11,11,1.21,0,0,1,28,784,1
5.7462,15,3,0.09,0,0,1,24,576,1
4.7622,16,2,0.04,0,1,1,24,576,1
6.5876,12,15,2.25,0,0,1,33,1089,1
6.2841,13,14,1.96,1,0,1,33,1089,1
6.2766,13,7,0.49,1,1,1,26,676,1
6.0591,17,5,0.25,1,1,1,28,784,1
6.9976,16,12,1.44,0,0,1,34,1156,1
7.5627,12,15,2.25,0,0,1,33,1089,1
6.7452,18,8,0.64,0,1,1,32,1024,1
5.8999,12,6,0.36,0,0,1,24,576,1
6.1612,16,4,0.16,0,0,1,26,676,1
6.4862,13,7,0.49,0,0,1,26,676,1
6.0868,12,7,0.49,0,0,1,25,625,1
6.1356,14,5,0.25,0,0,1,25,625,1
6.5117,16,6,0.36,0,0,1,28,784,0
7.0475,12,6,0.36,0,0,1,24,576,0
6.6846,12,13,1.69,0,0,1,31,961,0
6.1312,12,7,0.49,0,0,1,25,625,0
5.8111,12,8,0.64,0,0,1,26,676,0
6.5539,13,7,0.49,0,0,1,26,676,0
6.2615,12,7,0.49,0,0,1,25,625,0
6.5028,7,20,4.0,0,0,0,33,1089,1
6.463,18,2,0.04,0,0,1,26,676,1
6.6846,12,6,0.36,0,0,1,24,576,1
6.3578,12,14,1.96,0,0,1,32,1024,1
6.0474,18,8,0.64,0,0,0,32,1024,1
6.7731,18,5,0.25,0,0,1,29,841,1
6.4615,15,7,0.49,0,0,1,28,784,1
7.004,16,7,0.49,0,1,1,29,841,0
6.4754,16,4,0.16,0,0,1,26,676,0
6.1092,12,8,0.64,0,1,1,26,676,0
6.8287,12,15,2.25,0,0,1,33,1089,0
6.5482,11,10,1.0,0,0,1,27,729,0
6.2246,15,13,1.69,1,0,1,34,1156,0
6.3208,16,6,0.36,0,1,1,28,784,0
5.9269,17,2,0.04,0,0,0,25,625,0
6.5117,15,7,0.49,0,1,1,28,784,0
5.7301,13,11,1.21,0,0,1,30,900,0
6.3716,12,16,2.56,0,0,1,34,1156,0
6.6606,12,6,0.36,0,0,1,24,576,0
6.4862,12,9,0.81,0,0,1,27,729,1
6.0474,12,10,1.0,0,0,1,28,784,1
7.1562,16,6,0.36,0,0,1,28,784,1
6.869,12,7,0.49,0,0,1,25,625,1
6.6846,12,12,1.44,0,0,1,30,900,1
6.6201,12,15,2.25,0,0,1,33,1089,1
6.4723,18,5,0.25,0,0,1,29,841,1
6.8437,12,11,1.21,0,0,1,29,841,1
6.286,17,5,0.25,0,0,1,28,784,1
5.6699,15,3,0.09,0,0,1,24,576,1
5.2575,12,11,1.21,0,1,0,29,841,1
6.7069,18,6,0.36,0,0,1,30,900,1
6.7007,18,6,0.36,0,0,1,30,900,1
6.5889,12,11,1.21,0,0,1,29,841,1
7.0255,12,6,0.36,0,0,1,24,576,1
6.4216,17,5,0.25,1,0,1,28,784,1
5.9989,12,8,0.64,1,0,1,26,676,1
6.5582,11,9,0.81,0,0,1,26,676,1
5.8201,15,6,0.36,0,0,1,27,729,1
6.725,17,5,0.25,0,0,1,28,784,1
5.2575,17,3,0.09,0,0,1,26,676,1
6.593,12,8,0.64,0,0,1,26,676,1
6.2953,10,10,1.0,0,0,1,26,676,1
6.713,12,10,1.0,0,0,0,28,784,1
6.0822,12,8,0.64,0,1,1,26,676,1
6.5999,14,4,0.16,0,1,1,24,576,1
6.0568,16,2,0.04,0,0,1,24,576,1
5.8289,12,12,1.44,0,0,0,30,900,1
6.1759,13,15,2.25,0,1,1,34,1156,1
6.7056,16,10,1.0,0,0,1,32,1024,1
6.2146,12,10,1.0,0,0,0,28,784,1
6.2971,12,7,0.49,1,0,1,25,625,1
6.1026,16,4,0.16,0,0,1,26,676,1
5.3799,15,4,0.16,0,0,0,25,625,1
5.6168,8,12,1.44,0,0,1,26,676,1
5.8636,15,3,0.09,1,0,1,24,576,1
6.5806,12,11,1.21,0,0,0,29,841,1
6.9157,12,9,0.81,0,0,0,27,729,1
6.4831,17,6,0.36,0,0,1,29,841,1
6.6884,16,4,0.16,0,0,1,26,676,1
6.3456,12,9,0.81,0,0,1,27,729,1
6.3969,16,3,0.09,0,0,1,25,625,1
6.4693,12,6,0.36,0,0,1,24,576,1
6.1092,13,7,0.49,0,0,1,26,676,1
6.0981,13,7,0.49,0,1,1,26,676,1
6.3801,15,8,0.64,0,0,0,29,841,1
6.5806,14,5,0.25,0,0,1,25,625,1
6.541,12,14,1.96,0,0,1,32,1024,1
6.271,13,7,0.49,0,1,1,26,676,1
6.1527,9,15,2.25,0,0,1,30,900,1
6.1759,16,4,0.16,0,0,1,26,676,1
6.1356,16,3,0.09,0,0,1,25,625,1
6.3172,17,10,1.0,0,0,1,33,1089,1
6.7627,14,12,1.44,0,0,1,32,1024,1
6.5695,16,8,0.64,0,0,0,30,900,1
6.6067,12,6,0.36,0,0,0,24,576,1
6.7056,14,8,0.64,0,0,1,28,784,1
6.5177,12,16,2.56,0,0,1,34,1156,1
6.6809,16,7,0.49,0,0,1,29,841,1
6.6451,13,5,0.25,0,0,1,24,576,1
6.1356,16,3,0.09,0,0,1,25,625,1
6.2519,14,4,0.16,0,0,1,24,576,1
5.9738,12,7,0.49,0,0,0,25,625,1
6.6846,13,13,1.69,0,1,1,32,1024,1
